voting_id,voting_external_id,voting_date,voting_affair_external_id,voting_affair_number,voting_title_fr,voting_url_fr,voting_results_yes,voting_results_no,voting_results_abstention,voting_affair_title_fr,Référence,type_vote,Intitulé,Rubrique,Chapitre,Intitulé chapitre,Intitulé rubrique
142663,030107_AN-PL13360A-002,2023-12-14 18:36:00,PL 13360,PL 13360,"PL 13360-A (budget 2024), vote nominal : 2e débat Amendement de Mme Marti et cosignataires, programme B02, nature 36, +18 000 000 francs",https://ge.ch/grandconseil/data/odj/030107/AN-PL13360A-002.pdf,31.0,63.0,0.0,Projet de loi du. Conseil d'Etat établissant le budget administratif de l'Etat de Genève pour l'exercice 2024 (LBu-2024) (D 3 70),D 3 70,PL,Loi établissant le budget administratif de l’Etat de Genève pour l’exercice 2025 (LBu-2025),D,D 3,Impôts et taxes,Finances et contributions
142662,030107_AN-PL13360A-001,2023-12-14 17:15:00,PL 13360,PL 13360,"PL 13360-A (budget 2024), vote nominal, 2e débat Amendement transversal de Mme Marti et cosignataires, nature 31, +27 652 430 francs",https://ge.ch/grandconseil/data/odj/030107/AN-PL13360A-001.pdf,29.0,50.0,0.0,Projet de loi du. Conseil d'Etat établissant le budget administratif de l'Etat de Genève pour l'exercice 2024 (LBu-2024) (D 3 70),D 3 70,PL,Loi établissant le budget administratif de l’Etat de Genève pour l’exercice 2025 (LBu-2025),D,D 3,Impôts et taxes,Finances et contributions
142635,030107_AN-PL13291A,2023-12-14 14:44:00,PL 13291,PL 13291,"PL 13291-A, vote nominal : 3e débat",https://ge.ch/grandconseil/data/odj/030107/AN-PL13291A.pdf,90.0,0.0,0.0,Modifiant la loi sur la gestion des établissements pour personnes âgées (LGEPA) (J 7 20),J 7 20,PL,Loi sur la gestion des établissements pour personnes âgées (LGEPA),J,J 7,Protection de la vieillesse,Législation sociale
142484,030106_AN-PL12429A,2023-11-23 22:36:00,PL 12429,PL 12429,"PL 12429-A, vote nominal : 3e débat",https://ge.ch/grandconseil/data/odj/030106/AN-PL12429A.pdf,57.0,38.0,3.0,"Modifiant la loi générale relative au personnel de l'administration cantonale, du pouvoir judiciaire et des établissements publics médicaux (LPAC) (B 5 05) (Pour un choix libre et flexible de l'âge de la retraite)",B 5 05,PL,"Loi générale relative au personnel de l’administration cantonale, du pouvoir judiciaire et des établissements publics médicaux (LPAC)",B,B 5,"Statuts, traitements et retraite",Organisation du canton
142483,030106_AN-PL12428A,2023-11-23 21:51:00,PL 12428,PL 12428,"PL 12428-A, vote nominal : 3e débat",https://ge.ch/grandconseil/data/odj/030106/AN-PL12428A.pdf,32.0,66.0,0.0,"Modifiant la loi générale relative au personnel de l'administration cantonale, du pouvoir judiciaire et des établissements publics médicaux (LPAC) (B 5 05) (Pour garantir le traitement des membres du personnel du service public en cas de maladie ou d'accident)",B 5 05,PL,"Loi générale relative au personnel de l’administration cantonale, du pouvoir judiciaire et des établissements publics médicaux (LPAC)",B,B 5,"Statuts, traitements et retraite",Organisation du canton
142470,030106_AN-PL12264A,2023-11-23 19:16:00,PL 12264,PL 12264,"PL 12264-A, vote nominal : 3e débat",https://ge.ch/grandconseil/data/odj/030106/AN-PL12264A.pdf,61.0,32.0,0.0,Modifiant la loi sur l'imposition des personnes physiques (LIPP) (D 3 08) (Déductions accrues des frais forfaitaires des frais relatifs aux immeubles privés),D 3 08,PL,Loi sur l’imposition des personnes physiques (LIPP),D,D 3,Impôts et taxes,Finances et contributions
142613,030106_AN-PL13200A,2023-11-17 15:26:00,PL 13200,PL 13200,"PL 13200-A, vote nominal : 3e débat",https://ge.ch/grandconseil/data/odj/030106/AN-PL13200A.pdf,77.0,14.0,1.0,Modifiant la loi sur l'administration des communes (LAC) (B 6 05) (Indemnités de fin de fonction pour les membres des exécutifs communaux),B 6 05,PL,Loi sur l’administration des communes (LAC),B,B 6,Organisation des communes,Organisation du canton
142515,030106_AN-PL12844A,2023-11-16 18:31:00,PL 12844,PL 12844,"PL 12844-A, vote nominal : 3e débat",https://ge.ch/grandconseil/data/odj/030106/AN-PL12844A.pdf,67.0,13.0,5.0,Modifiant la loi sur le convoyage et la surveillance des détenus hors des établissements pénitentiaires (LCSD) (F 1 51),F 1 51,PL,Loi sur le convoyage et la surveillance des détenus hors des établissements pénitentiaires (LCSD),F,F 1,Organisation de la police,Police
142498,030104_AN-PL12593C,2023-09-21 22:54:00,PL 12593,PL 12593,"PL 12593-C, vote nominal : 3e débat",https://ge.ch/grandconseil/data/odj/030104/AN-PL12593C.pdf,55.0,42.0,0.0,Modifiant la loi sur l'énergie (LEn) (L 2 30) (Pour un abaissement des seuils IDC),L 2 30,PL,Loi sur l’énergie (LEn),L,L 2,Eaux et énergies,Domaine public et travaux
142636,030104_AN-PL13292A,2023-09-21 18:14:00,PL 13292,PL 13292,"PL 13292-A, vote nominal : 3e débat",https://ge.ch/grandconseil/data/odj/030104/AN-PL13292A.pdf,64.0,33.0,0.0,Modifiant la loi portant règlement du Grand Conseil de la République et canton de Genève (LRGC) (B 1 01) (Commission sur le personnel de l'Etat),B 1 01,PL,Loi portant règlement du Grand Conseil de la République et canton de Genève (LRGC),B,B 1,Pouvoirs législatif et exécutif,Organisation du canton
142505,030103_AN-PL12698A,2023-09-01 16:35:00,PL 12698,PL 12698,"PL 12698-A, vote nominal : 3e débat",https://ge.ch/grandconseil/data/odj/030103/AN-PL12698A.pdf,79.0,5.0,2.0,Modifiant la loi sur la santé (LS) (K 1 03),K 1 03,PL,Loi sur la santé (LS),K,K 1,"Police sanitaire, lutte contre les maladies",Santé
142491,030103_AN-PL12530B,2023-09-01 16:15:00,PL 12530,PL 12530,"PL 12530-B, vote nominal : 3e débat",https://ge.ch/grandconseil/data/odj/030103/AN-PL12530B.pdf,48.0,33.0,3.0,Modifiant la loi sur la santé (LS - K 1 03),K 1 03,PL,Loi sur la santé (LS),K,K 1,"Police sanitaire, lutte contre les maladies",Santé
142465,030103_AN-PL11835A,2023-09-01 15:40:00,PL 11835,PL 11835,"PL 11835-A, vote nominal : 3e débat",https://ge.ch/grandconseil/data/odj/030103/AN-PL11835A.pdf,55.0,29.0,1.0,Modifiant la loi sur les établissements publics médicaux (LEPM) (K 2 05) (Pour un centre public d'expertises médicales),K 2 05,PL,Loi sur les établissements publics médicaux (LEPM),K,K 2,Etablissements hospitaliers,Santé
142614,030103_AN-PL13205A,2023-09-01 08:46:00,PL 13205,PL 13205,"PL 13205-A, vote nominal : 3e débat",https://ge.ch/grandconseil/data/odj/030103/AN-PL13205A.pdf,88.0,0.0,0.0,Modifiant la loi sur la gestion administrative et financière de l'Etat (LGAF) (D 1 05) (Pour que le Conseil d'Etat assume ses responsabilités en matière budgétaire),D 1 05,PL,Loi sur la gestion administrative et financière de l’Etat (LGAF),D,D 1,Organisation,Finances et contributions
142608,030102_AN-PL13184A,2023-06-23 19:09:00,PL 13184,PL 13184,"PL 13184-A, vote nominal : 3e débat",https://ge.ch/grandconseil/data/odj/030102/AN-PL13184A.pdf,51.0,44.0,1.0,Modifiant la loi sur l'accueil préscolaire (LAPr) (J 6 28) (Pour permettre aux crèches non subventionnées d'offrir une alternative aux familles),J 6 28,PL,Loi sur l’accueil préscolaire (LAPr),J,J 6,Protection de la jeunesse,Législation sociale
142583,030102_AN-PL13119B,2023-06-23 17:39:00,PL 13119,PL 13119,"PL 13119-B, vote nominal : 3e débat",https://ge.ch/grandconseil/data/odj/030102/AN-PL13119B.pdf,74.0,8.0,12.0,Sur l'aide sociale et la lutte contre la précarité (LASLP) (J 4 04),J 4 04,PL,Loi sur l’aide sociale et la lutte contre la précarité (LASLP),J,J 4,Assistance,Législation sociale
142620,030102_AN-PL13229A,2023-06-23 16:47:00,PL 13229,PL 13229,"PL 13229-A, vote nominal : 3e débat",https://ge.ch/grandconseil/data/odj/030102/AN-PL13229A.pdf,84.0,0.0,10.0,Projet de loi du. Conseil d'Etat pour la promotion de la culture et de la création artistique (LPCCA) (C 3 05),C 3 05,PL,Loi pour la promotion de la culture et de la création artistique (LPCCA),C,C 3,Culture,"Instruction publique, culture"
142524,030102_AN-PL12888A,2023-06-22 21:34:00,PL 12888,PL 12888,"PL 12888-A, vote nominal : 3e débat",https://ge.ch/grandconseil/data/odj/030102/AN-PL12888A.pdf,73.0,25.0,0.0,Modifiant la loi générale sur les contributions publiques (LCP) (D 3 05) (Pour une imposition écoresponsable et équitable des véhicules motorisés),D 3 05,PL,Loi générale sur les contributions publiques (LCP),D,D 3,Impôts et taxes,Finances et contributions
142478,030101_AN-PL12310A,2023-05-12 19:49:00,PL 12310,PL 12310,"PL 12310-A, vote nominal : 1er débat",https://ge.ch/grandconseil/data/odj/030101/AN-PL12310A.pdf,30.0,59.0,0.0,Modifiant la loi sur l'exercice des droits politiques (LEDP) (A 5 05) (Le Grand Conseil n'est pas à vendre ! - Plafonnement des dépenses de campagne),A 5 05,PL,Loi sur l’exercice des droits politiques (LEDP),A,A 5,Droits politiques,Structure cantonale et principes fondamentaux
142601,030101_AN-PL13175A,2023-05-12 18:32:00,PL 13175,PL 13175,"PL 13175-A, vote nominal : 3e débat",https://ge.ch/grandconseil/data/odj/030101/AN-PL13175A.pdf,53.0,37.0,0.0,Modifiant la constitution de la République et canton de Genève (Cst-GE) (A 2 00) (Pour un exercice des droits politiques en adéquation avec les réalités d'aujourd'hui),A 2 00,PL,Constitution de la République et canton de Genève (Cst-GE),A,A 2,Constitution et principes généraux,Structure cantonale et principes fondamentaux
142624,030101_AN-PL13253,2023-05-12 17:43:00,PL 13253,PL 13253,"PL 13253, vote nominal : 3e débat",https://ge.ch/grandconseil/data/odj/030101/AN-PL13253.pdf,53.0,29.0,13.0,Modifiant la constitution de la République et canton de Genève (Cst-GE) (A 2 00) (Hymne officiel de la République et canton de Genève),A 2 00,PL,Constitution de la République et canton de Genève (Cst-GE),A,A 2,Constitution et principes généraux,Structure cantonale et principes fondamentaux
142637,030101_AN-PL13293,2023-05-11 21:58:00,PL 13293,PL 13293,"PL 13293, vote nominal : 3e débat",https://ge.ch/grandconseil/data/odj/030101/AN-PL13293.pdf,97.0,0.0,0.0,Modifiant la loi générale sur les contributions publiques (LCP) (D 3 05) (Contreprojet à l'IN 183 - Suppression de la taxe professionnelle communale et introduction d'un fonds de compensation pour les communes),D 3 05,PL,Loi générale sur les contributions publiques (LCP),D,D 3,Impôts et taxes,Finances et contributions
