person_external_id,person_fullname,person_firstname,person_lastname,person_party_fr,person_website_parliament_url_fr,person_image_url,person_birthday,person_occupation_fr,person_gender,person_function_latest_fr
2490,Philippe de Rougemont,Philippe,de Rougemont,Ve,https://ge.ch/grandconseil/gc/depute/2490/,https://ge.ch/grandconseil/data/deputes/depute_photo_5efcb08fcd4a8ab04b811362b08980fd.jpg,1967-01-01,"Ecologiste, Sortir du nucléaire, Noé21",m,Député
2478,Jean-Pierre Pasquier,Jean-Pierre,Pasquier,PLR,https://ge.ch/grandconseil/gc/depute/2478/,https://ge.ch/grandconseil/data/deputes/depute_photo_74637d86ff0abafce6076e2645d2e848.jpg,1964-01-01,"Sous-directeur, Rolex SA",m,Député
2440,Pierre Eckert,Pierre,Eckert,Ve,https://ge.ch/grandconseil/gc/depute/2440/,https://ge.ch/grandconseil/data/deputes/depute_photo_c603544eff5b81adb3ce8bc2f49b3682.jpg,1952-01-01,"Député, -",m,Député
2437,Véronique Kämpfen,Véronique,Kämpfen,PLR,https://ge.ch/grandconseil/gc/depute/2437/,https://ge.ch/grandconseil/data/deputes/depute_photo_99785495a13727ecb361cbf710aa984b.jpg,1972-01-01,"Directrice communication, FER Genève",f,Députée
2424,Pierre Nicollier,Pierre,Nicollier,PLR,https://ge.ch/grandconseil/gc/depute/2424/,https://ge.ch/grandconseil/data/deputes/depute_photo_e7665d90ceed13c286a07d27fefe9882.jpg,1977-01-01,"Directeur, Réseau Santé Romand SA; Consultant, Nicollier Conseil",m,Député
2418,Uzma Khamis Vannini,Uzma,Khamis Vannini,Ve,https://ge.ch/grandconseil/gc/depute/2418/,https://ge.ch/grandconseil/data/deputes/depute_photo_a369c302ea0bb0d3a62ba8b33ed866ce.jpg,1968-01-01,Avocate et médiatrice,f,Députée suppléante
2415,Pascal Uehlinger,Pascal,Uehlinger,PLR,https://ge.ch/grandconseil/gc/depute/2415/,https://ge.ch/grandconseil/data/deputes/depute_photo_7afbe8065d720e9c8365f1d9f9214732.jpg,1971-01-01,"Conseiller en assurances, Mobilière Suisse, Agence générale Genève D. Hostettler - Conseiller administratif, Thônex",m,Député
2383,Jean-Marc Guinchard,Jean-Marc,Guinchard,LC,https://ge.ch/grandconseil/gc/depute/2383/,https://ge.ch/grandconseil/data/deputes/depute_photo_456ef44a98d9a53e536f59b62f756279.jpg,1954-01-01,Consultant,m,Député
2361,Murat-Julian Alder,Murat-Julian,Alder,PLR,https://ge.ch/grandconseil/gc/depute/2361/,https://ge.ch/grandconseil/data/deputes/depute_photo_fdbc7966862bb9d0fc9b5fd829f608e6.jpg,1981-01-01,"Avocat, Yersin Lorenzi Latapie Alder (associé)",m,Député
2355,Cyril Mizrahi,Cyril,Mizrahi,S,https://ge.ch/grandconseil/gc/depute/2355/,https://ge.ch/grandconseil/data/deputes/depute_photo_e4cad2fb9a8f4cb7be000557049287df.jpg,1979-01-01,"Secrétaire général, FéGAPH - Avocat",m,Député
2354,Thomas Wenger,Thomas,Wenger,S,https://ge.ch/grandconseil/gc/depute/2354/,https://ge.ch/grandconseil/data/deputes/depute_photo_ba5d978bdedd85e9bda9ffd5c41762e1.jpg,1977-01-01,"Attaché de direction, Ville de Genève",m,Député
2342,Yvan Zweifel,Yvan,Zweifel,PLR,https://ge.ch/grandconseil/gc/depute/2342/,https://ge.ch/grandconseil/data/deputes/depute_photo_a6cf5474fcf41e98e1a23aa9d19d67d1.jpg,1980-01-01,"Expert-comptable, SOFAD SA",m,Député
11,Jacques Béné,Jacques,Béné,PLR,https://ge.ch/grandconseil/gc/depute/11/,https://ge.ch/grandconseil/data/deputes/depute_photo_4d0cfd949b1d9585e053f0a25ca2532d.jpg,1964-01-01,"Economiste, Fédération des Entreprises Romandes, Genève",m,Député
582,Pierre Froidevaux,Pierre,Froidevaux,R,https://ge.ch/grandconseil/gc/depute/582/,https://ge.ch/grandconseil/data/deputes/depute_photo_c3a9e36287485d5af0a57e9b371ab237.jpg,1953-01-01,,m,
573,Laurence Fehlmann Rielle,Laurence,Fehlmann Rielle,S,https://ge.ch/grandconseil/gc/depute/573/,https://ge.ch/grandconseil/data/deputes/depute_photo_f171030620be7be690e79f31e1184e64.jpg,1955-01-01,,f,
574,Mariane Grobet-Wellner,Mariane,Grobet-Wellner,S,https://ge.ch/grandconseil/gc/depute/574/,https://ge.ch/grandconseil/data/deputes/depute_photo_2262f8ffb31c04be917da211e417909e.jpg,1947-01-01,,f,
572,Gabrielle Falquet,Gabrielle,Falquet,S,https://ge.ch/grandconseil/gc/depute/572/,https://ge.ch/grandconseil/data/deputes/depute_photo_309d1fe8b55b31fcf69f051fc21a41e6.jpg,1953-01-01,,f,
570,Virginie Keller,Virginie,Keller,S,https://ge.ch/grandconseil/gc/depute/570/,https://ge.ch/grandconseil/data/deputes/depute_photo_ca47ffa526519be2a6b4894acd137f30.jpg,1963-01-01,,f,
571,Alain Etienne,Alain,Etienne,S,https://ge.ch/grandconseil/gc/depute/571/,https://ge.ch/grandconseil/data/deputes/depute_photo_687b945e8c4f0a5d613aa57dd705a447.jpg,1959-01-01,,m,
566,Françoise Schenk-Gottret,Françoise,Schenk-Gottret,S,https://ge.ch/grandconseil/gc/depute/566/,https://ge.ch/grandconseil/data/deputes/depute_photo_f045ca529811953c03ec0252b3b56031.jpg,1945-01-01,,f,
567,Véronique Pürro,Véronique,Pürro,S,https://ge.ch/grandconseil/gc/depute/567/,https://ge.ch/grandconseil/data/deputes/depute_photo_3aa92c937bbb16034c5cdb6233b088c6.jpg,1966-01-01,,f,
569,François Longchamp,François,Longchamp,PLR,https://ge.ch/grandconseil/gc/depute/569/,https://ge.ch/grandconseil/data/deputes/depute_photo_b876d759a09fc9abf4ca6499fb1a5704.jpg,1963-01-01,,m,
568,Jacques Pagan,Jacques,Pagan,UDC,https://ge.ch/grandconseil/gc/depute/568/,https://ge.ch/grandconseil/data/deputes/depute_photo_716da404d9384387cb3342b7935506f2.jpg,1942-01-01,,m,
558,Olivier Vaucher,Olivier,Vaucher,L,https://ge.ch/grandconseil/gc/depute/558/,https://ge.ch/grandconseil/data/deputes/depute_photo_eeefb9de0fe9021c652fd1ae38956759.jpg,1948-01-01,Entrepreneur,m,
565,François Thion,François,Thion,S,https://ge.ch/grandconseil/gc/depute/565/,https://ge.ch/grandconseil/data/deputes/depute_photo_8d7321d5ec7be461f0bd7f9184ed0c44.jpg,1954-01-01,,m,
552,Ariane Reverdin,Ariane,Reverdin,L,https://ge.ch/grandconseil/gc/depute/552/,https://ge.ch/grandconseil/data/deputes/depute_photo_364be76bbc7082a0f351b95b612b368c.jpg,1954-01-01,Architecte,f,
557,René Stalder,René,Stalder,L,https://ge.ch/grandconseil/gc/depute/557/,https://ge.ch/grandconseil/data/deputes/depute_photo_037ea73eee19f5f6629d2dae2d07358d.jpg,1964-01-01,Agriculteur,m,
554,Jean Rémy Roulet,Jean Rémy,Roulet,L,https://ge.ch/grandconseil/gc/depute/554/,https://ge.ch/grandconseil/data/deputes/depute_photo_36b28734b07faf77739a28e646ae0787.jpg,1960-01-01,Directeur,m,
543,Mark Muller,Mark,Muller,L,https://ge.ch/grandconseil/gc/depute/543/,https://ge.ch/grandconseil/data/deputes/depute_photo_80ffe0eb96ba42e11aa948ae88687a29.jpg,1964-01-01,,m,
549,Patrice Plojoux,Patrice,Plojoux,L,https://ge.ch/grandconseil/gc/depute/549/,https://ge.ch/grandconseil/data/deputes/depute_photo_e91b49a6e43fd04ece52c9bc359d4dc6.jpg,1950-01-01,Photographe,m,
534,Christian Luscher,Christian,Luscher,L,https://ge.ch/grandconseil/gc/depute/534/,https://ge.ch/grandconseil/data/deputes/depute_photo_e3f96df6d0bf2ef19bc5ff56bc10ea58.jpg,1963-01-01,Avocat,m,
540,Alain-Dominique Mauris,Alain-Dominique,Mauris,L,https://ge.ch/grandconseil/gc/depute/540/,https://ge.ch/grandconseil/data/deputes/depute_photo_7fe5d40ee080daa66470a260b2db5897.jpg,1959-01-01,Economiste,m,
539,Blaise Matthey,Blaise,Matthey,L,https://ge.ch/grandconseil/gc/depute/539/,https://ge.ch/grandconseil/data/deputes/depute_photo_c80b600a75fe1dd17c8949fbe381c4f0.jpg,1958-01-01,Secrétaire permanent,m,
526,Janine Hagmann,Janine,Hagmann,L,https://ge.ch/grandconseil/gc/depute/526/,https://ge.ch/grandconseil/data/deputes/depute_photo_a61e8eeb0a96d7eaa10e13fae0deffed.jpg,1936-01-01,,f,
531,René Koechlin,René,Koechlin,L,https://ge.ch/grandconseil/gc/depute/531/,https://ge.ch/grandconseil/data/deputes/depute_photo_17f36ecfab48f0e8cd7b58a13b0285b8.jpg,1933-01-01,Architecte,m,
527,Michel Halpérin,Michel,Halpérin,L,https://ge.ch/grandconseil/gc/depute/527/,https://ge.ch/grandconseil/data/deputes/depute_photo_5f01dfa02c2add2ec3fed86642362c32.jpg,1948-01-01,Avocat,m,
518,Sophie Fischer,Sophie,Fischer,L,https://ge.ch/grandconseil/gc/depute/518/,https://ge.ch/grandconseil/data/deputes/depute_photo_5e6da9490059886f3a0d43b50d9799b2.jpg,1973-01-01,Economiste,f,
502,Victoria Curzon Price,Victoria,Curzon Price,L,https://ge.ch/grandconseil/gc/depute/502/,https://ge.ch/grandconseil/data/deputes/depute_photo_66f0da836eeb09e17b299c15cc0b3a04.jpg,1942-01-01,Economiste,f,
508,Pierre Ducrest,Pierre,Ducrest,L,https://ge.ch/grandconseil/gc/depute/508/,https://ge.ch/grandconseil/data/deputes/depute_photo_cd6fbe39108c463a60c323cedf0514d1.jpg,1946-01-01,Ingénieur - Garagiste,m,
506,Jean-Claude Dessuet,Jean-Claude,Dessuet,L,https://ge.ch/grandconseil/gc/depute/506/,https://ge.ch/grandconseil/data/deputes/depute_photo_86ef8c1424d73b6516c2bfe1d131b749.jpg,1942-01-01,Agriculteur,m,
505,Gilles Desplanches,Gilles,Desplanches,L,https://ge.ch/grandconseil/gc/depute/505/,https://ge.ch/grandconseil/data/deputes/depute_photo_c4b719fa6cf7da6e47618279edb5783a.jpg,1964-01-01,Commerçant - Entrepreneur,m,
462,Pierre Schifferli,Pierre,Schifferli,UDC,https://ge.ch/grandconseil/gc/depute/462/,,1947-01-01,Avocat,m,
463,Olivier Wasmer,Olivier,Wasmer,UDC,https://ge.ch/grandconseil/gc/depute/463/,https://ge.ch/grandconseil/data/deputes/depute_photo_dfa64cf0585aedbd3edf0e9857072a0a.jpg,1952-01-01,Avocat,m,
461,André Reymond,André,Reymond,UDC,https://ge.ch/grandconseil/gc/depute/461/,https://ge.ch/grandconseil/data/deputes/depute_photo_ee1bf3b9950a34e207df9531deb4188d.jpg,1940-01-01,Agent général d’assurance,m,
459,Robert Iselin,Robert,Iselin,UDC,https://ge.ch/grandconseil/gc/depute/459/,https://ge.ch/grandconseil/data/deputes/depute_photo_efb9bb69d580fb99223c85cd86430985.jpg,1926-01-01,Administrateur,m,
458,Eric Ischi,Eric,Ischi,UDC,https://ge.ch/grandconseil/gc/depute/458/,https://ge.ch/grandconseil/data/deputes/depute_photo_3442219251401c482d35cd2cec773d04.jpg,1937-01-01,Retraité,m,
457,Philippe Guénat,Philippe,Guénat,UDC,https://ge.ch/grandconseil/gc/depute/457/,https://ge.ch/grandconseil/data/deputes/depute_photo_68c20546ac6ee2f60b19f30827ce1b4b.jpg,1959-01-01,Artisan hôtelier,m,
456,Yvan Galeotto,Yvan,Galeotto,UDC,https://ge.ch/grandconseil/gc/depute/456/,https://ge.ch/grandconseil/data/deputes/depute_photo_7b3cf0bba1d49cbd12653770779b226a.jpg,1949-01-01,Architecte,m,
454,Jacques Baud,Jacques,Baud,UDC,https://ge.ch/grandconseil/gc/depute/454/,https://ge.ch/grandconseil/data/deputes/depute_photo_c80edfe77c38772ac24255af3b2dad52.jpg,1930-01-01,Ecrivain,m,
445,Marie-Louise Thorel,Marie-Louise,Thorel,S,https://ge.ch/grandconseil/gc/depute/445/,https://ge.ch/grandconseil/data/deputes/depute_photo_c231309a0f5f29f8e80481471de461d3.jpg,1945-01-01,,m,
453,Caroline Bartl Winterhalter,Caroline,Bartl Winterhalter,UDC,https://ge.ch/grandconseil/gc/depute/453/,https://ge.ch/grandconseil/data/deputes/depute_photo_434a570b469130c9c748be309042bca6.jpg,1972-01-01,Professeur de langues,f,
433,Maria Roth-Bernasconi,Maria,Roth-Bernasconi,S,https://ge.ch/grandconseil/gc/depute/433/,https://ge.ch/grandconseil/data/deputes/depute_photo_80a9dc2a9397ef00befb5f17e694b49e.jpg,1955-01-01,,f,
432,Albert Rodrik,Albert,Rodrik,S,https://ge.ch/grandconseil/gc/depute/432/,https://ge.ch/grandconseil/data/deputes/depute_photo_1abfe53782abe163b7a8c9a7dad4a79b.jpg,1938-01-01,,m,
441,Carlos Sommaruga,Carlos,Sommaruga,S,https://ge.ch/grandconseil/gc/depute/441/,https://ge.ch/grandconseil/data/deputes/depute_photo_598eed54d1df96edac2f95852fcc7124.jpg,1959-01-01,Avocat,m,
426,Jacqueline Pla,Jacqueline,Pla,S,https://ge.ch/grandconseil/gc/depute/426/,https://ge.ch/grandconseil/data/deputes/depute_photo_94bd378bbbb7883be17a5dec540a50a1.jpg,1947-01-01,,f,
413,Dominique Hausser,Dominique,Hausser,S,https://ge.ch/grandconseil/gc/depute/413/,https://ge.ch/grandconseil/data/deputes/depute_photo_89295d6fd74f03c674ee8f054efe08c2.jpg,1955-01-01,"Médecin, chercheur en santé publique",m,
409,Alexandra Gobet Winiger,Alexandra,Gobet Winiger,S,https://ge.ch/grandconseil/gc/depute/409/,https://ge.ch/grandconseil/data/deputes/depute_photo_1bc6ad213657ba8bdf41529d0791dc54.jpg,1960-01-01,,f,
411,Pierre Guérini,Pierre,Guérini,S,https://ge.ch/grandconseil/gc/depute/411/,https://ge.ch/grandconseil/data/deputes/depute_photo_16eee851af5072dd5b5bb2b4c1799536.jpg,1946-01-01,Informaticien,m,
415,Sami Kanaan,Sami,Kanaan,S,https://ge.ch/grandconseil/gc/depute/415/,https://ge.ch/grandconseil/data/deputes/depute_photo_d87f2e4b1f1270028df914a90c0f5ea3.jpg,1964-01-01,Conseiller administratif de la Ville de Genève,m,
376,Régis de Battista,Régis,de Battista,S,https://ge.ch/grandconseil/gc/depute/376/,https://ge.ch/grandconseil/data/deputes/depute_photo_08ca98d01384fe67ca008d63b8b3a4a1.jpg,1953-01-01,,m,
358,Christian Brunier,Christian,Brunier,S,https://ge.ch/grandconseil/gc/depute/358/,https://ge.ch/grandconseil/data/deputes/depute_photo_787553b4fbaab5acf0b58bd609b81109.jpg,1963-01-01,,m,
430,Jacques-Eric Richard,Jacques-Eric,Richard,S,https://ge.ch/grandconseil/gc/depute/430/,https://ge.ch/grandconseil/data/deputes/depute_photo_aeae7d7f29ae33a19547b7d38961cbe1.jpg,1953-01-01,Directeur,m,
365,Thierry Charollais,Thierry,Charollais,S,https://ge.ch/grandconseil/gc/depute/365/,https://ge.ch/grandconseil/data/deputes/depute_photo_44b44074d8bb978416684507db0b7934.jpg,1967-01-01,,m,
352,Charles Beer,Charles,Beer,S,https://ge.ch/grandconseil/gc/depute/352/,https://ge.ch/grandconseil/data/deputes/depute_photo_fe6b033b4c5a7acf565aeeaf04f30ce4.jpg,1961-01-01,Secrétaire syndical,m,
410,Mireille Gossauer-Zurcher,Mireille,Gossauer-Zurcher,S,https://ge.ch/grandconseil/gc/depute/410/,https://ge.ch/grandconseil/data/deputes/depute_photo_12f48a23a005b11032efe128bea0036f.jpg,1952-01-01,Educatrice,f,
342,Louis Serex,Louis,Serex,R,https://ge.ch/grandconseil/gc/depute/342/,https://ge.ch/grandconseil/data/deputes/depute_photo_2cb66809230e72cc65e877b91cf097b1.jpg,1948-01-01,,m,
324,Pierre Kunz,Pierre,Kunz,R,https://ge.ch/grandconseil/gc/depute/324/,https://ge.ch/grandconseil/data/deputes/depute_photo_d8102d3d9024d955de7d9ffbc5a3b861.jpg,1943-01-01,,m,
331,Jean-Marc Odier,Jean-Marc,Odier,R,https://ge.ch/grandconseil/gc/depute/331/,https://ge.ch/grandconseil/data/deputes/depute_photo_3da1926e66712096ee70c2b85ff43d4a.jpg,1960-01-01,Ambulancier,m,
317,Claudine Gachet,Claudine,Gachet,R,https://ge.ch/grandconseil/gc/depute/317/,https://ge.ch/grandconseil/data/deputes/depute_photo_af6b140dfad00a9b4eea8c45dfcce7f2.jpg,1957-01-01,,f,
327,Bernard Lescaze,Bernard,Lescaze,R,https://ge.ch/grandconseil/gc/depute/327/,https://ge.ch/grandconseil/data/deputes/depute_photo_90525a781e854c3bc5f3eda21bb514e9.jpg,1947-01-01,,m,
321,Hugues Hiltpold,Hugues,Hiltpold,R,https://ge.ch/grandconseil/gc/depute/321/,https://ge.ch/grandconseil/data/deputes/depute_photo_8e2973c87f2c1c4f707466524be5a925.jpg,1969-01-01,Architecte EAUG / SIA,m,
314,Jacques Follonier,Jacques,Follonier,R,https://ge.ch/grandconseil/gc/depute/314/,https://ge.ch/grandconseil/data/deputes/depute_photo_cfdbb3b13b4de8e32bc7f67200bead8a.jpg,1955-01-01,,m,
319,Ernest Greiner,Ernest,Greiner,R,https://ge.ch/grandconseil/gc/depute/319/,,1949-01-01,Retraité postal,m,
357,Martin-Paul Broennimann,Martin-Paul,Broennimann,S,https://ge.ch/grandconseil/gc/depute/357/,https://ge.ch/grandconseil/data/deputes/depute_photo_fcb2eafbf130811b278abf698e7f30f5.jpg,1942-01-01,Architecte-Urbaniste,m,
304,Marie-Françoise de Tassigny,Marie-Françoise,de Tassigny,R,https://ge.ch/grandconseil/gc/depute/304/,https://ge.ch/grandconseil/data/deputes/depute_photo_1c48fecebd2bda5de0da0755a552db57.jpg,1947-01-01,,f,
310,Michèle Ducret,Michèle,Ducret,R,https://ge.ch/grandconseil/gc/depute/310/,,1951-01-01,,f,
349,Alexandre Anõr,Alexandre,Anõr,S,https://ge.ch/grandconseil/gc/depute/349/,https://ge.ch/grandconseil/data/deputes/depute_photo_93e7f261aac2bb4d87b4b082313bb72a.jpg,1948-01-01,Enseignant,m,
296,Maurice Clairet,Maurice,Clairet,MCG,https://ge.ch/grandconseil/gc/depute/296/,https://ge.ch/grandconseil/data/deputes/depute_photo_11db583b9a803e30fda1ed478a259cd2.jpg,1946-01-01,Boulanger,m,
293,Damien Sidler,Damien,Sidler,Ve,https://ge.ch/grandconseil/gc/depute/293/,https://ge.ch/grandconseil/data/deputes/depute_photo_19ee0d2fd3606918a74b284614f45f68.jpg,1960-01-01,,m,
278,Andreas Meister,Andreas,Meister,Ve,https://ge.ch/grandconseil/gc/depute/278/,https://ge.ch/grandconseil/data/deputes/depute_photo_852ac882110abb4b0f90a4fb15490512.jpg,1977-01-01,,m,
274,Ueli Leuenberger,Ueli,Leuenberger,Ve,https://ge.ch/grandconseil/gc/depute/274/,https://ge.ch/grandconseil/data/deputes/depute_photo_c44acf0cc2e41e8b7047f7f12a8a9cef.jpg,1952-01-01,,m,
311,John Dupraz,John,Dupraz,R,https://ge.ch/grandconseil/gc/depute/311/,https://ge.ch/grandconseil/data/deputes/depute_photo_0c0ab9b8825c7cec161bb887b32ea380.jpg,1945-01-01,,m,
264,Philippe Cottet,Philippe,Cottet,Ve,https://ge.ch/grandconseil/gc/depute/264/,https://ge.ch/grandconseil/data/deputes/depute_photo_0b6dbf1acb12800e0fa4f333fdd774d1.jpg,1975-01-01,,m,
270,David Hiler,David,Hiler,Ve,https://ge.ch/grandconseil/gc/depute/270/,https://ge.ch/grandconseil/data/deputes/depute_photo_5ed8ca2ad41ce5aa397af693c0dec394.jpg,1955-01-01,,m,
301,Thomas Büchi,Thomas,Büchi,R,https://ge.ch/grandconseil/gc/depute/301/,https://ge.ch/grandconseil/data/deputes/depute_photo_5052fb2aa63419db8a061307709753c5.jpg,1958-01-01,Maître charpentier,m,
267,Anita Frei,Anita,Frei,Ve,https://ge.ch/grandconseil/gc/depute/267/,https://ge.ch/grandconseil/data/deputes/depute_photo_3e3d8f04b63cf0db53af98877c3113a0.jpg,1956-01-01,Historienne et Architecte,f,
295,Sébastien Brunny,Sébastien,Brunny,MCG,https://ge.ch/grandconseil/gc/depute/295/,https://ge.ch/grandconseil/data/deputes/depute_photo_35e0373047ec6254b11180cb49a007ba.jpg,1968-01-01,Gendarme,m,
285,Stéphanie Nussbaumer,Stéphanie,Nussbaumer,Ve,https://ge.ch/grandconseil/gc/depute/285/,https://ge.ch/grandconseil/data/deputes/depute_photo_32978558d806c3366028bbf0634242bd.jpg,1971-01-01,Assistante en Droit,f,
273,Sylvia Leuenberger,Sylvia,Leuenberger,Ve,https://ge.ch/grandconseil/gc/depute/273/,https://ge.ch/grandconseil/data/deputes/depute_photo_039c72933cace9d101e26d0c982bba23.jpg,1952-01-01,,f,
251,Blaise Bourrit,Blaise,Bourrit,L,https://ge.ch/grandconseil/gc/depute/251/,https://ge.ch/grandconseil/data/deputes/depute_photo_c9deb9fa43c70e34d4f6e5653a037579.jpg,1946-01-01,Médecin,m,
248,Ariane Blum Brunier,Ariane,Blum Brunier,Ve,https://ge.ch/grandconseil/gc/depute/248/,https://ge.ch/grandconseil/data/deputes/depute_photo_26b69138901760468d2df99ed93003f3.jpg,1960-01-01,,f,
246,Christophe Berdat,Christophe,Berdat,L,https://ge.ch/grandconseil/gc/depute/246/,https://ge.ch/grandconseil/data/deputes/depute_photo_f00ff3d62fef18f37ebb24551a915dcf.jpg,1974-01-01,,m,
245,Janine Berberat,Janine,Berberat,L,https://ge.ch/grandconseil/gc/depute/245/,https://ge.ch/grandconseil/data/deputes/depute_photo_7feef053701d765fdc0fe3fbe4211d6d.jpg,1943-01-01,,f,
243,Florian Barro,Florian,Barro,L,https://ge.ch/grandconseil/gc/depute/243/,https://ge.ch/grandconseil/data/deputes/depute_photo_ca526638f71b248c0e0f280e7b67325a.jpg,1962-01-01,Architecte,m,
240,Esther Alder,Esther,Alder,Ve,https://ge.ch/grandconseil/gc/depute/240/,https://ge.ch/grandconseil/data/deputes/depute_photo_bd6f80c2cfd4dabc01f53aafa0f5d288.jpg,1958-01-01,,f,
241,Bernard Annen,Bernard,Annen,L,https://ge.ch/grandconseil/gc/depute/241/,https://ge.ch/grandconseil/data/deputes/depute_photo_bcd3ef90031081b459f46a358db391e2.jpg,1945-01-01,Economiste,m,
2228,Pierre-François Unger,Pierre-François,Unger,PDC,https://ge.ch/grandconseil/gc/depute/2228/,https://ge.ch/grandconseil/data/deputes/depute_photo_3f594531c27ab0a9bb399e0e9435ee4a.jpg,1951-01-01,,m,
2080,Pablo Garcia,Pablo,Garcia,S,https://ge.ch/grandconseil/gc/depute/2080/,https://ge.ch/grandconseil/data/deputes/depute_photo_51f258d4099dc3df0ea45973404673f3.jpg,1979-01-01,,m,
190,Jean Spielmann,Jean,Spielmann,AdG,https://ge.ch/grandconseil/gc/depute/190/,https://ge.ch/grandconseil/data/deputes/depute_photo_e7b419c73d57df5276f2e562d83be8bd.jpg,1944-01-01,Retraité,m,
2082,Geneviève Guinand Maitre,Geneviève,Guinand Maitre,S,https://ge.ch/grandconseil/gc/depute/2082/,,1949-01-01,,f,
183,Souhail Mouhanna,Souhail,Mouhanna,AdG,https://ge.ch/grandconseil/gc/depute/183/,https://ge.ch/grandconseil/data/deputes/depute_photo_06594b9b393bedb7280f6d05670a9e03.jpg,1940-01-01,,m,
201,Claude Marcet,Claude,Marcet,UDC,https://ge.ch/grandconseil/gc/depute/201/,https://ge.ch/grandconseil/data/deputes/depute_photo_7b3a6496a15f04374ddfbc022ce6b245.jpg,1948-01-01,,m,
166,Jacques François,Jacques,François,AdG,https://ge.ch/grandconseil/gc/depute/166/,https://ge.ch/grandconseil/data/deputes/depute_photo_e34ba7d43108e3a0964bccb08fb22863.jpg,1940-01-01,Enseignant,m,
199,Sandra Borgeaud,Sandra,Borgeaud,HP,https://ge.ch/grandconseil/gc/depute/199/,https://ge.ch/grandconseil/data/deputes/depute_photo_22922a934c24c045cf2cb1da6186dfd7.jpg,1971-01-01,,f,
160,Jeannine de Haller,Jeannine,de Haller,AdG,https://ge.ch/grandconseil/gc/depute/160/,https://ge.ch/grandconseil/data/deputes/depute_photo_2bcd02ee35895af00e03408818a9f652.jpg,1955-01-01,Psychologue,f,
173,André Hediger,André,Hediger,AdG,https://ge.ch/grandconseil/gc/depute/173/,https://ge.ch/grandconseil/data/deputes/depute_photo_cfe28a53b5ed6e17715e9615d809df0c.jpg,1941-01-01,,m,
142,Pierre-Louis Portier,Pierre-Louis,Portier,PDC,https://ge.ch/grandconseil/gc/depute/142/,https://ge.ch/grandconseil/data/deputes/depute_photo_e49aeae72f0f094b762957461e19902b.jpg,1955-01-01,Agent d’assurance,m,
161,Erica Deuber Ziegler,Erica,Deuber Ziegler,AdG,https://ge.ch/grandconseil/gc/depute/161/,https://ge.ch/grandconseil/data/deputes/depute_photo_c6b2f93102a42a4152d60a10f7f706a2.jpg,1942-01-01,,f,
165,Christian Ferrazino,Christian,Ferrazino,AdG,https://ge.ch/grandconseil/gc/depute/165/,https://ge.ch/grandconseil/data/deputes/depute_photo_db3239275fbf7548039d46a7d821d200.jpg,1954-01-01,Conseiller administratif - Ville de Genève,m,
200,Georges Letellier,Georges,Letellier,MCG,https://ge.ch/grandconseil/gc/depute/200/,https://ge.ch/grandconseil/data/deputes/depute_photo_c4dcc20b3c2599f4bc8d85ed8d6e4626.jpg,1937-01-01,,m,
130,Nelly Guichard,Nelly,Guichard,PDC,https://ge.ch/grandconseil/gc/depute/130/,https://ge.ch/grandconseil/data/deputes/depute_photo_16d8785d003de87d9271d0f649cd1f0c.jpg,1944-01-01,Secrétaire,f,
154,Marie-Paule Blanchard-Queloz,Marie-Paule,Blanchard-Queloz,AdG,https://ge.ch/grandconseil/gc/depute/154/,https://ge.ch/grandconseil/data/deputes/depute_photo_3a69d7c896fc09598eae3f036a9d38b1.jpg,1955-01-01,Employée,f,
120,Jean-Claude Ducrot,Jean-Claude,Ducrot,PDC,https://ge.ch/grandconseil/gc/depute/120/,https://ge.ch/grandconseil/data/deputes/depute_photo_80933cf79ee39c10cec9b1327b9bc69f.jpg,1945-01-01,,m,
144,Stéphanie Ruegsegger,Stéphanie,Ruegsegger,PDC,https://ge.ch/grandconseil/gc/depute/144/,https://ge.ch/grandconseil/data/deputes/depute_photo_a8dd649170172f146bd53d0bd81c41cd.jpg,1968-01-01,,f,
189,François Sottas,François,Sottas,AdG,https://ge.ch/grandconseil/gc/depute/189/,https://ge.ch/grandconseil/data/deputes/depute_photo_d5d5cdc444ca9670ddf8cb0cd5c5982c.jpg,1959-01-01,Conducteur TPG,m,
147,Véronique Schmied,Véronique,Schmied,PDC,https://ge.ch/grandconseil/gc/depute/147/,https://ge.ch/grandconseil/data/deputes/depute_photo_ad248554ee755343a450e2800e1a5fb1.jpg,1952-01-01,,f,
177,Nicole Lavanchy,Nicole,Lavanchy,AdG,https://ge.ch/grandconseil/gc/depute/177/,https://ge.ch/grandconseil/data/deputes/depute_photo_e9dd13e18bc710d13262456180c50be4.jpg,1962-01-01,Responsable de formation IES,f,
122,Jean-Claude Egger,Jean-Claude,Egger,PDC,https://ge.ch/grandconseil/gc/depute/122/,https://ge.ch/grandconseil/data/deputes/depute_photo_5887d986924ebb0f994606f64fba8e5e.jpg,1953-01-01,,m,
115,Mario Cavaleri,Mario,Cavaleri,PDC,https://ge.ch/grandconseil/gc/depute/115/,https://ge.ch/grandconseil/data/deputes/depute_photo_212e2489fdd258d5e536fd077b94011e.jpg,1949-01-01,,m,
163,René Ecuyer,René,Ecuyer,AdG,https://ge.ch/grandconseil/gc/depute/163/,https://ge.ch/grandconseil/data/deputes/depute_photo_441a42460a6f9835649a19b0d6b98878.jpg,1943-01-01,,m,
